po_number,po_item,po_date,vendor_id,vendor_name,parent_company_group,category_code,category_name,category_l1,category_l2,plant_code,plant_name,region,net_value_inr,quantity,unit,currency,doc_type,contract_number,is_deleted
4500001725,50,2023-04-16,0000100017,JSW Steel Ltd,,M006,Iron Ore Fines,Raw Materials,Iron Ore Fines,VAL1,Vedanta Aluminium,Odisha,10013754,498,MT,INR,UB,,false
4500001726,10,2024-12-24,0000100051,Orient Equipment Ltd,ABB-GRP,M044,Software Licenses,IT & Telecom,Software Licenses,VAL1,Vedanta Aluminium,Odisha,1593931,15,LOT,INR,FO,,false
4500001726,20,2024-12-24,0000100100,Bharat Fabricators,,M003,Copper Concentrate,Raw Materials,Copper Concentrate,VAL1,Vedanta Aluminium,Odisha,172872051,445,MT,INR,UB,,false
4500001726,30,2024-12-24,0000100127,Desert Enterprises (0127),METSO-GRP,M021,Shutdown Maintenance Contractors,Services,Shutdown Maintenance Contractors,VAL1,Vedanta Aluminium,Odisha,39576430,9,LOT,INR,MK,46002826,false
4500001727,10,2025-01-06,0000100156,Cauvery Fabricators,,M025,Housekeeping Services,Services,Housekeeping Services,HZL1,Hindustan Zinc,Rajasthan,31081837,34,LOT,EUR,NB,,false
4500001727,20,2025-01-06,0000100085,Sahyadri Industrial Corporation (0085),METSO-GRP,M056,Transformers,Electrical,Transformers,HZL1,Hindustan Zinc,Rajasthan,9473966,48,SET,INR,UB,,false
4500001727,30,2025-01-06,0000100135,Krishna Equipment Ltd,,M022,Logistics Services,Services,Logistics Services,HZL1,Hindustan Zinc,Rajasthan,10113258,20,LOT,INR,NB,46000484,false
4500001728,10,2024-05-08,0000100104,Vindhya Equipment Ltd,,M038,Natural Gas,Fuel & Energy,Natural Gas,IOD1,Iron Ore Division,Goa,4987884,433,MT,INR,NB,46002827,false
4500001728,20,2024-05-08,0000100154,National Trading Co,,M007,Bearings,MRO & Spares,Bearings,IOD1,Iron Ore Division,Goa,4311114,16,SET,INR,NB,,false
4500001729,10,2023-07-22,0000100052,Ganga Engineering Works,,M006,Iron Ore Fines,Raw Materials,Iron Ore Fines,COR1,Corporate / Shared Services,Maharashtra,52310264,212,MT,INR,NB,46002828,false
4500001729,20,2023-07-22,0000100028,Schneider Electric India,,M047,Helmets & Protective Gear,Safety & PPE,Helmets & Protective Gear,COR1,Corporate / Shared Services,Maharashtra,2955633,10,EA,INR,NB,46002829,false
4500001730,10,2024-04-20,0000100038,Sterling Industrial Corporation,,M055,Cables & Wires,Electrical,Cables & Wires,VAL1,Vedanta Aluminium,Odisha,25512054,48,SET,INR,NB,,false
4500001731,10,2025-07-02,0000100108,Malwa Fabricators,,M043,Hardware,IT & Telecom,Hardware,STC1,Sterlite Copper,Tamil Nadu,8971831,23,EA,INR,NB,46002830,false
4500001731,20,2025-07-02,0000100057,Sterling Equipment Ltd,CATERPILLAR-GRP,M029,Frothers,Chemicals & Reagents,Frothers,STC1,Sterlite Copper,Tamil Nadu,4347272,175,L,INR,NB,46002831,false
4500001731,30,2025-07-02,0000100131,Deccan Enterprises,,M012,Flotation Cells,MRO & Spares,Flotation Cells,STC1,Sterlite Copper,Tamil Nadu,819523,39,EA,INR,NB,46002832,false
4500001732,10,2023-07-08,0000100154,National Trading Co,,M013,Crusher Parts,MRO & Spares,Crusher Parts,HZL1,Hindustan Zinc,Rajasthan,1045892,19,SET,INR,NB,46002595,false
4500001732,20,2023-07-08,0000100103,Ganga Technologies Pvt Ltd,,M041,Port Handling,Logistics & Transport,Port Handling,HZL1,Hindustan Zinc,Rajasthan,9226969,40,LOT,INR,UB,46002833,false
4500001732,30,2023-07-08,0000100055,Krishna Industrial Corporation,,M015,SAG Mills,Capital Equipment,SAG Mills,HZL1,Hindustan Zinc,Rajasthan,33015418,17,SET,EUR,NB,46002834,false
4500001733,10,2023-06-18,0000100149,Krishna Equipment Ltd (0149),,M014,Motor Spares,MRO & Spares,Motor Spares,STC1,Sterlite Copper,Tamil Nadu,2829825,31,SET,INR,NB,46002835,false
4500001734,10,2023-05-13,0000100093,Konkan Overseas Pvt Ltd,,M008,Seals & Gaskets,MRO & Spares,Seals & Gaskets,BAL1,BALCO,Chhattisgarh,906972,29,SET,EUR,NB,46001978,false
4500001734,20,2023-05-13,0000100076,Bharat Technologies Pvt Ltd,,M009,Pumps,MRO & Spares,Pumps,BAL1,BALCO,Chhattisgarh,2085169,12,EA,USD,NB,46002836,false
4500001734,30,2023-05-13,0000100144,Sterling Manufacturing Co,,M047,Helmets & Protective Gear,Safety & PPE,Helmets & Protective Gear,BAL1,BALCO,Chhattisgarh,374556,24,EA,INR,MK,46002837,false
4500001734,40,2023-05-13,0000100007,Timken India Ltd,,M002,Lead Concentrate,Raw Materials,Lead Concentrate,BAL1,BALCO,Chhattisgarh,19328155,308,MT,INR,NB,46000266,false
4500001735,10,2023-12-27,0000100026,Flowserve India,,M042,Shipping & Freight Forwarding,Logistics & Transport,Shipping & Freight Forwarding,VAL1,Vedanta Aluminium,Odisha,18418256,27,LOT,INR,NB,,false
4500001735,20,2023-12-27,0000100038,Sterling Industrial Corporation,,M029,Frothers,Chemicals & Reagents,Frothers,VAL1,Vedanta Aluminium,Odisha,18539427,220,MT,INR,FO,46000804,false
4500001735,30,2023-12-27,0000100143,Deccan Overseas Pvt Ltd (0143),,M041,Port Handling,Logistics & Transport,Port Handling,VAL1,Vedanta Aluminium,Odisha,3615793,1,LOT,INR,UB,,false
4500001735,40,2023-12-27,0000100003,Thermax Ltd,,M044,Software Licenses,IT & Telecom,Software Licenses,VAL1,Vedanta Aluminium,Odisha,7362499,42,LOT,INR,MK,46002634,false
4500001736,10,2023-12-15,0000100028,Schneider Electric India,,M005,Alumina,Raw Materials,Alumina,BAL1,BALCO,Chhattisgarh,11656355,135,MT,INR,FO,46000373,false
4500001736,20,2023-12-15,0000100123,Satpura Enterprises,,M014,Motor Spares,MRO & Spares,Motor Spares,BAL1,BALCO,Chhattisgarh,1722944,32,EA,EUR,NB,,false
4500001737,10,2023-11-21,0000100156,Cauvery Fabricators,,M007,Bearings,MRO & Spares,Bearings,COR1,Corporate / Shared Services,Maharashtra,1077904,8,SET,INR,NB,46002838,false
4500001737,20,2023-11-21,0000100104,Vindhya Equipment Ltd,,M025,Housekeeping Services,Services,Housekeeping Services,COR1,Corporate / Shared Services,Maharashtra,27665532,3,LOT,INR,MK,46002839,false
4500001738,10,2025-09-10,0000100099,Mewar Overseas Pvt Ltd (0099),,M012,Flotation Cells,MRO & Spares,Flotation Cells,STC1,Sterlite Copper,Tamil Nadu,1430060,25,SET,INR,UB,46001719,false
4500001738,20,2025-09-10,0000100020,Adani Ports & SEZ Ltd,CATERPILLAR-GRP,M022,Logistics Services,Services,Logistics Services,STC1,Sterlite Copper,Tamil Nadu,12002305,11,LOT,INR,NB,46000730,false
4500001738,30,2025-09-10,0000100003,Thermax Ltd,,M026,Security Services,Services,Security Services,STC1,Sterlite Copper,Tamil Nadu,16087933,22,LOT,INR,FO,,false
4500001739,10,2025-07-02,0000100101,Sahyadri Technologies Pvt Ltd,,M061,Control Valves,Instrumentation,Control Valves,HZL1,Hindustan Zinc,Rajasthan,1334626,19,EA,INR,NB,,false
4500001739,20,2025-07-02,0000100106,Chambal Equipment Ltd,,M003,Copper Concentrate,Raw Materials,Copper Concentrate,HZL1,Hindustan Zinc,Rajasthan,135275569,21,MT,INR,NB,,false
4500001739,30,2025-07-02,0000100046,Rajasthan Industrial Corporation,,M037,Electricity Purchase,Fuel & Energy,Electricity Purchase,HZL1,Hindustan Zinc,Rajasthan,38299411,420,MT,INR,NB,46002840,false
4500001739,40,2025-07-02,0000100038,Sterling Industrial Corporation,,M057,Switchgear,Electrical,Switchgear,HZL1,Hindustan Zinc,Rajasthan,12691970,17,SET,INR,NB,,false
4500001740,10,2024-07-31,0000100138,Aravali Suppliers Pvt Ltd,,M028,Xanthate Collectors,Chemicals & Reagents,Xanthate Collectors,COG1,Cairn Oil & Gas,Rajasthan,28382133,112,KG,INR,FO,46000943,false
4500001740,20,2024-07-31,0000100124,Konkan Trading Co (0124),,M027,Sodium Cyanide,Chemicals & Reagents,Sodium Cyanide,COG1,Cairn Oil & Gas,Rajasthan,6466904,223,KG,INR,FO,46000897,false
4500001740,30,2024-07-31,0000100106,Chambal Equipment Ltd,,M038,Natural Gas,Fuel & Energy,Natural Gas,COG1,Cairn Oil & Gas,Rajasthan,20205960,230,L,INR,NB,46001401,false
4500001740,40,2024-07-31,0000100097,Sterling Industrial Corporation (0097),,M027,Sodium Cyanide,Chemicals & Reagents,Sodium Cyanide,COG1,Cairn Oil & Gas,Rajasthan,3920887,381,KG,INR,FO,,false
4500001741,10,2025-08-09,0000100128,Sahyadri Industries,,M014,Motor Spares,MRO & Spares,Motor Spares,BAL1,BALCO,Chhattisgarh,4151339,12,SET,INR,NB,46002841,false
4500001741,20,2025-08-09,0000100060,Precision Manufacturing Co,,M004,Bauxite,Raw Materials,Bauxite,BAL1,BALCO,Chhattisgarh,25697323,277,MT,USD,NB,,false
4500001741,30,2025-08-09,0000100073,Cauvery Manufacturing Co,,M032,Flocculants,Chemicals & Reagents,Flocculants,BAL1,BALCO,Chhattisgarh,7817274,29,KG,INR,NB,46002238,false
4500001742,10,2023-12-17,0000100006,SKF India Ltd,,M005,Alumina,Raw Materials,Alumina,COG1,Cairn Oil & Gas,Rajasthan,55984766,384,MT,INR,NB,46000338,false
4500001742,20,2023-12-17,0000100139,Satpura Manufacturing Co,TATA-GRP,M008,Seals & Gaskets,MRO & Spares,Seals & Gaskets,COG1,Cairn Oil & Gas,Rajasthan,4861109,38,EA,INR,FO,46001764,false
4500001742,30,2023-12-17,0000100073,Cauvery Manufacturing Co,,M040,Road Transport,Logistics & Transport,Road Transport,COG1,Cairn Oil & Gas,Rajasthan,18760225,38,LOT,INR,NB,46001810,false
4500001743,10,2025-01-12,0000100129,Nilgiri Enterprises,,M029,Frothers,Chemicals & Reagents,Frothers,VAL1,Vedanta Aluminium,Odisha,2301429,338,KG,INR,NB,,false
4500001743,20,2025-01-12,0000100092,Cauvery Trading Co,,M042,Shipping & Freight Forwarding,Logistics & Transport,Shipping & Freight Forwarding,VAL1,Vedanta Aluminium,Odisha,27367694,40,LOT,USD,FO,,false
4500001743,30,2025-01-12,0000100101,Sahyadri Technologies Pvt Ltd,,M039,Rail Freight,Logistics & Transport,Rail Freight,VAL1,Vedanta Aluminium,Odisha,17018393,17,LOT,INR,NB,46000135,false
4500001743,40,2025-01-12,0000100017,JSW Steel Ltd,,M002,Lead Concentrate,Raw Materials,Lead Concentrate,VAL1,Vedanta Aluminium,Odisha,72802704,161,MT,INR,MK,,false
4500001744,10,2024-04-10,0000100010,Sandvik Mining,,M011,Grinding Media,MRO & Spares,Grinding Media,HZL1,Hindustan Zinc,Rajasthan,6493813,28,SET,INR,UB,46002843,false
4500001744,20,2024-04-10,0000100051,Orient Equipment Ltd,ABB-GRP,M043,Hardware,IT & Telecom,Hardware,HZL1,Hindustan Zinc,Rajasthan,4799811,35,EA,INR,UB,46002844,false
4500001745,10,2025-08-17,0000100027,Honeywell Automation India,,M008,Seals & Gaskets,MRO & Spares,Seals & Gaskets,HZL1,Hindustan Zinc,Rajasthan,4482278,34,SET,INR,FO,46000437,false
4500001745,20,2025-08-17,0000100018,Grasim Industries Ltd,,M028,Xanthate Collectors,Chemicals & Reagents,Xanthate Collectors,HZL1,Hindustan Zinc,Rajasthan,22507466,382,MT,INR,NB,46000737,false
4500001746,10,2024-03-14,0000100040,Krishna Trading Co,,M022,Logistics Services,Services,Logistics Services,VAL1,Vedanta Aluminium,Odisha,49277716,48,LOT,INR,NB,46002845,false
4500001746,20,2024-03-14,0000100084,Shree Balaji Fabricators,,M022,Logistics Services,Services,Logistics Services,VAL1,Vedanta Aluminium,Odisha,8744742,29,LOT,INR,NB,46002846,false
4500001746,30,2024-03-14,0000100059,Deccan Suppliers Pvt Ltd,,M031,Lime,Chemicals & Reagents,Lime,VAL1,Vedanta Aluminium,Odisha,1314825,16,KG,INR,NB,46002847,false
4500001746,40,2024-03-14,0000100127,Desert Enterprises (0127),METSO-GRP,M002,Lead Concentrate,Raw Materials,Lead Concentrate,VAL1,Vedanta Aluminium,Odisha,27629365,454,MT,INR,MK,46002366,false
4500001746,50,2024-03-14,0000100026,Flowserve India,,M011,Grinding Media,MRO & Spares,Grinding Media,VAL1,Vedanta Aluminium,Odisha,3774752,1,SET,INR,UB,,false
4500001747,10,2025-06-12,0000100031,Malwa Engineering Works,,M014,Motor Spares,MRO & Spares,Motor Spares,HZL1,Hindustan Zinc,Rajasthan,930673,24,SET,INR,MK,46002848,false
4500001747,20,2025-06-12,0000100025,Weir Minerals India,,M007,Bearings,MRO & Spares,Bearings,HZL1,Hindustan Zinc,Rajasthan,4092164,17,EA,INR,NB,46001562,false
4500001748,10,2024-09-07,0000100147,Vindhyachal Industrial Corporation,,M023,Civil Works,Services,Civil Works,VAL1,Vedanta Aluminium,Odisha,7712535,12,LOT,INR,UB,,false
4500001748,20,2024-09-07,0000100098,Mewar Industries,,M039,Rail Freight,Logistics & Transport,Rail Freight,VAL1,Vedanta Aluminium,Odisha,6187715,7,LOT,INR,NB,46002849,false
4500001748,30,2024-09-07,0000100004,ABB India Ltd,ADANI-GRP,M053,Ready Mix Concrete,Civil & Construction,Ready Mix Concrete,VAL1,Vedanta Aluminium,Odisha,2035848,219,MT,INR,NB,46002850,false
4500001748,40,2024-09-07,0000100122,Precision Equipment Ltd,,M041,Port Handling,Logistics & Transport,Port Handling,VAL1,Vedanta Aluminium,Odisha,5500627,8,LOT,INR,NB,,false
4500001748,50,2024-09-07,0000100075,Yamuna Fabricators,,M008,Seals & Gaskets,MRO & Spares,Seals & Gaskets,VAL1,Vedanta Aluminium,Odisha,2342938,26,EA,USD,NB,46002851,false
4500001749,10,2025-12-11,0000100057,Sterling Equipment Ltd,CATERPILLAR-GRP,M006,Iron Ore Fines,Raw Materials,Iron Ore Fines,COR1,Corporate / Shared Services,Maharashtra,12950230,289,MT,USD,NB,,false
4500001749,20,2025-12-11,0000100026,Flowserve India,,M029,Frothers,Chemicals & Reagents,Frothers,COR1,Corporate / Shared Services,Maharashtra,1855649,415,L,INR,NB,46002852,false
4500001749,30,2025-12-11,0000100135,Krishna Equipment Ltd,,M043,Hardware,IT & Telecom,Hardware,COR1,Corporate / Shared Services,Maharashtra,15024706,45,EA,INR,NB,46002853,false
4500001749,40,2025-12-11,0000100009,FLSmidth,SANDVIK-GRP,M010,Conveyor Components,MRO & Spares,Conveyor Components,COR1,Corporate / Shared Services,Maharashtra,10709330,25,SET,EUR,NB,,false
4500001749,50,2025-12-11,0000100053,Desert Engineering Works (0053),,M008,Seals & Gaskets,MRO & Spares,Seals & Gaskets,COR1,Corporate / Shared Services,Maharashtra,3422017,11,SET,INR,FO,,false
4500001750,10,2024-09-16,0000100112,Cauvery Trading Co (0112),SCHNEIDER-GRP,M010,Conveyor Components,MRO & Spares,Conveyor Components,IOD1,Iron Ore Division,Goa,2760101,17,SET,INR,NB,46002281,false
4500001750,20,2024-09-16,0000100007,Timken India Ltd,,M009,Pumps,MRO & Spares,Pumps,IOD1,Iron Ore Division,Goa,6638554,12,EA,INR,NB,46001087,false
4500001751,10,2025-02-27,0000100147,Vindhyachal Industrial Corporation,,M027,Sodium Cyanide,Chemicals & Reagents,Sodium Cyanide,VAL1,Vedanta Aluminium,Odisha,23657362,341,L,INR,NB,,false
4500001751,20,2025-02-27,0000100112,Cauvery Trading Co (0112),SCHNEIDER-GRP,M029,Frothers,Chemicals & Reagents,Frothers,VAL1,Vedanta Aluminium,Odisha,7646708,63,KG,INR,NB,,false
4500001752,10,2025-02-23,0000100103,Ganga Technologies Pvt Ltd,,M035,Furnace Oil,Fuel & Energy,Furnace Oil,HZL1,Hindustan Zinc,Rajasthan,7885202,76,MT,INR,NB,,false
4500001752,20,2025-02-23,0000100026,Flowserve India,,M047,Helmets & Protective Gear,Safety & PPE,Helmets & Protective Gear,HZL1,Hindustan Zinc,Rajasthan,3405882,39,EA,INR,NB,,false
4500001752,30,2025-02-23,0000100135,Krishna Equipment Ltd,,M008,Seals & Gaskets,MRO & Spares,Seals & Gaskets,HZL1,Hindustan Zinc,Rajasthan,4753054,19,EA,INR,NB,,false
4500001752,40,2025-02-23,0000100006,SKF India Ltd,,M001,Zinc Concentrate,Raw Materials,Zinc Concentrate,HZL1,Hindustan Zinc,Rajasthan,12838389,168,MT,INR,NB,46002706,false
4500001752,50,2025-02-23,0000100055,Krishna Industrial Corporation,,M029,Frothers,Chemicals & Reagents,Frothers,HZL1,Hindustan Zinc,Rajasthan,5341513,282,MT,INR,NB,46002854,false
4500001753,10,2023-01-01,0000100126,Marwar Equipment Ltd,,M024,Consulting Services,Services,Consulting Services,HZL1,Hindustan Zinc,Rajasthan,62798475,6,LOT,INR,UB,46002250,false
4500001754,10,2025-09-13,0000100090,Krishna Engineering Works (0090),,M019,Electrolytic Cells,Capital Equipment,Electrolytic Cells,HZL1,Hindustan Zinc,Rajasthan,24584666,21,SET,INR,NB,,false
4500001754,20,2025-09-13,0000100081,Om Sai Suppliers Pvt Ltd,,M035,Furnace Oil,Fuel & Energy,Furnace Oil,HZL1,Hindustan Zinc,Rajasthan,20387420,67,L,INR,NB,46000238,false
4500001754,30,2025-09-13,0000100082,Precision Industries,,M065,Pallets & Crates,Packaging,Pallets & Crates,HZL1,Hindustan Zinc,Rajasthan,1602165,19,EA,INR,NB,46002855,false
4500001754,40,2025-09-13,0000100141,Satpura Industrial Corporation,ABB-GRP,M034,Diesel,Fuel & Energy,Diesel,HZL1,Hindustan Zinc,Rajasthan,32636410,260,MT,INR,UB,46002701,false
4500001755,10,2025-11-24,0000100130,Marwar Industries,,M016,Furnaces,Capital Equipment,Furnaces,VAL1,Vedanta Aluminium,Odisha,44496285,23,EA,INR,FO,46000627,false
4500001755,20,2025-11-24,0000100005,Siemens India Ltd,,M004,Bauxite,Raw Materials,Bauxite,VAL1,Vedanta Aluminium,Odisha,71298761,319,MT,INR,FO,46002856,false
4500001755,30,2025-11-24,0000100119,Godavari Manufacturing Co (0119),FLS-GRP,M040,Road Transport,Logistics & Transport,Road Transport,VAL1,Vedanta Aluminium,Odisha,6604115,24,LOT,INR,NB,46000150,false
4500001755,40,2025-11-24,0000100137,Sterling Overseas Pvt Ltd,,M018,Conveyor Systems,Capital Equipment,Conveyor Systems,VAL1,Vedanta Aluminium,Odisha,102151987,33,EA,USD,MK,,false
4500001755,50,2025-11-24,0000100117,Yamuna Suppliers Pvt Ltd,WEIR-GRP,M009,Pumps,MRO & Spares,Pumps,VAL1,Vedanta Aluminium,Odisha,1999006,17,SET,INR,MK,,false
4500001756,10,2023-01-07,0000100087,Desert Trading Co,,M052,Steel Structures,Civil & Construction,Steel Structures,VAL1,Vedanta Aluminium,Odisha,16563064,19,EA,INR,NB,46002857,false
4500001757,10,2024-08-10,0000100077,Narmada Engineering Works,,M032,Flocculants,Chemicals & Reagents,Flocculants,BAL1,BALCO,Chhattisgarh,11323163,440,KG,INR,NB,46002858,false
4500001757,20,2024-08-10,0000100016,BHEL,,M004,Bauxite,Raw Materials,Bauxite,BAL1,BALCO,Chhattisgarh,29865273,350,MT,INR,UB,46000510,false
4500001758,10,2025-04-07,0000100096,Krishna Industries,,M024,Consulting Services,Services,Consulting Services,VAL1,Vedanta Aluminium,Odisha,7636794,48,LOT,INR,FO,46002859,false
4500001758,20,2025-04-07,0000100005,Siemens India Ltd,,M003,Copper Concentrate,Raw Materials,Copper Concentrate,VAL1,Vedanta Aluminium,Odisha,8749921,468,MT,INR,NB,46002860,false
4500001758,30,2025-04-07,0000100137,Sterling Overseas Pvt Ltd,,M004,Bauxite,Raw Materials,Bauxite,VAL1,Vedanta Aluminium,Odisha,42104001,294,MT,USD,NB,,false
4500001758,40,2025-04-07,0000100027,Honeywell Automation India,,M014,Motor Spares,MRO & Spares,Motor Spares,VAL1,Vedanta Aluminium,Odisha,1660690,16,EA,INR,NB,46000693,false
4500001759,10,2025-10-25,0000100148,Shree Balaji Enterprises,WEIR-GRP,M010,Conveyor Components,MRO & Spares,Conveyor Components,VAL1,Vedanta Aluminium,Odisha,4475220,14,EA,INR,NB,46001339,false
4500001759,20,2025-10-25,0000100025,Weir Minerals India,,M009,Pumps,MRO & Spares,Pumps,VAL1,Vedanta Aluminium,Odisha,2811036,2,SET,INR,NB,46000644,false
4500001759,30,2025-10-25,0000100141,Satpura Industrial Corporation,ABB-GRP,M065,Pallets & Crates,Packaging,Pallets & Crates,VAL1,Vedanta Aluminium,Odisha,2105677,36,EA,INR,UB,46000707,false
4500001759,40,2025-10-25,0000100117,Yamuna Suppliers Pvt Ltd,WEIR-GRP,M008,Seals & Gaskets,MRO & Spares,Seals & Gaskets,VAL1,Vedanta Aluminium,Odisha,5561128,47,EA,INR,FO,46000350,false
4500001759,50,2025-10-25,0000100119,Godavari Manufacturing Co (0119),FLS-GRP,M023,Civil Works,Services,Civil Works,VAL1,Vedanta Aluminium,Odisha,86846090,32,LOT,INR,NB,,false
4500001760,10,2024-12-08,0000100089,Nilgiri Equipment Ltd,,M008,Seals & Gaskets,MRO & Spares,Seals & Gaskets,HZL1,Hindustan Zinc,Rajasthan,871238,20,EA,INR,NB,46002861,false
4500001761,10,2024-05-09,0000100114,Yamuna Equipment Ltd,,M009,Pumps,MRO & Spares,Pumps,VAL1,Vedanta Aluminium,Odisha,3086616,10,EA,INR,MK,46000019,false
4500001761,20,2024-05-09,0000100084,Shree Balaji Fabricators,,M046,Telecom Services,IT & Telecom,Telecom Services,VAL1,Vedanta Aluminium,Odisha,2465231,22,LOT,INR,NB,46002862,false
4500001762,10,2024-10-28,0000100038,Sterling Industrial Corporation,,M002,Lead Concentrate,Raw Materials,Lead Concentrate,VAL1,Vedanta Aluminium,Odisha,21166264,57,MT,INR,NB,46002863,false
4500001762,20,2024-10-28,0000100002,Larsen & Toubro Ltd,,M049,Gas Detectors,Safety & PPE,Gas Detectors,VAL1,Vedanta Aluminium,Odisha,1088843,37,EA,INR,NB,46002864,false
4500001762,30,2024-10-28,0000100141,Satpura Industrial Corporation,ABB-GRP,M048,Fire Safety Equipment,Safety & PPE,Fire Safety Equipment,VAL1,Vedanta Aluminium,Odisha,323778,15,EA,INR,NB,46002865,false
4500001762,40,2024-10-28,0000100160,Deccan Fabricators,,M008,Seals & Gaskets,MRO & Spares,Seals & Gaskets,VAL1,Vedanta Aluminium,Odisha,1181852,27,SET,INR,NB,,false
4500001762,50,2024-10-28,0000100006,SKF India Ltd,,M032,Flocculants,Chemicals & Reagents,Flocculants,VAL1,Vedanta Aluminium,Odisha,3464353,65,KG,INR,NB,,false
4500001763,10,2024-02-06,0000100087,Desert Trading Co,,M010,Conveyor Components,MRO & Spares,Conveyor Components,BAL1,BALCO,Chhattisgarh,1449810,41,EA,INR,NB,,false
4500001763,20,2024-02-06,0000100026,Flowserve India,,M038,Natural Gas,Fuel & Energy,Natural Gas,BAL1,BALCO,Chhattisgarh,11059819,328,L,INR,UB,46002783,false
4500001763,30,2024-02-06,0000100033,Konkan Trading Co,,M008,Seals & Gaskets,MRO & Spares,Seals & Gaskets,BAL1,BALCO,Chhattisgarh,3126040,34,SET,INR,NB,46002866,false
4500001764,10,2023-05-10,0000100091,Aravali Manufacturing Co (0091),,M010,Conveyor Components,MRO & Spares,Conveyor Components,BAL1,BALCO,Chhattisgarh,14516007,35,SET,INR,NB,46000253,false
4500001764,20,2023-05-10,0000100079,Vindhyachal Trading Co,WEIR-GRP,M025,Housekeeping Services,Services,Housekeeping Services,BAL1,BALCO,Chhattisgarh,33917703,11,LOT,INR,FO,46002867,false
4500001764,30,2023-05-10,0000100079,Vindhyachal Trading Co,WEIR-GRP,M042,Shipping & Freight Forwarding,Logistics & Transport,Shipping & Freight Forwarding,BAL1,BALCO,Chhattisgarh,32712970,16,LOT,INR,MK,46001923,false
4500001764,40,2023-05-10,0000100053,Desert Engineering Works (0053),,M034,Diesel,Fuel & Energy,Diesel,BAL1,BALCO,Chhattisgarh,6029875,301,MT,INR,NB,46002868,false
4500001765,10,2025-03-01,0000100051,Orient Equipment Ltd,ABB-GRP,M006,Iron Ore Fines,Raw Materials,Iron Ore Fines,COR1,Corporate / Shared Services,Maharashtra,16864487,16,MT,INR,NB,46002683,false
4500001765,20,2025-03-01,0000100068,Precision Industrial Corporation,,M048,Fire Safety Equipment,Safety & PPE,Fire Safety Equipment,COR1,Corporate / Shared Services,Maharashtra,147481,30,EA,INR,NB,46001759,false
4500001766,10,2025-04-25,0000100122,Precision Equipment Ltd,,M025,Housekeeping Services,Services,Housekeeping Services,HZL1,Hindustan Zinc,Rajasthan,23254453,31,LOT,EUR,NB,,false
4500001766,20,2025-04-25,0000100021,Container Corporation of India,,M061,Control Valves,Instrumentation,Control Valves,HZL1,Hindustan Zinc,Rajasthan,8721905,50,EA,INR,NB,46002869,false
4500001766,30,2025-04-25,0000100062,Malwa Overseas Pvt Ltd,,M024,Consulting Services,Services,Consulting Services,HZL1,Hindustan Zinc,Rajasthan,4160382,10,LOT,INR,NB,46001865,false
4500001766,40,2025-04-25,0000100064,Vindhyachal Overseas Pvt Ltd,SANDVIK-GRP,M004,Bauxite,Raw Materials,Bauxite,HZL1,Hindustan Zinc,Rajasthan,23466118,491,MT,INR,MK,46001150,false
4500001766,50,2025-04-25,0000100099,Mewar Overseas Pvt Ltd (0099),,M004,Bauxite,Raw Materials,Bauxite,HZL1,Hindustan Zinc,Rajasthan,15237092,356,MT,INR,UB,46002870,false
4500001767,10,2024-08-04,0000100077,Narmada Engineering Works,,M024,Consulting Services,Services,Consulting Services,VAL1,Vedanta Aluminium,Odisha,6627719,2,LOT,INR,NB,46002871,false
4500001767,20,2024-08-04,0000100092,Cauvery Trading Co,,M001,Zinc Concentrate,Raw Materials,Zinc Concentrate,VAL1,Vedanta Aluminium,Odisha,5950544,418,MT,EUR,UB,,false
4500001767,30,2024-08-04,0000100034,Rajasthan Fabricators,METSO-GRP,M024,Consulting Services,Services,Consulting Services,VAL1,Vedanta Aluminium,Odisha,29826387,39,LOT,INR,NB,,false
4500001767,40,2024-08-04,0000100032,Desert Engineering Works,,M001,Zinc Concentrate,Raw Materials,Zinc Concentrate,VAL1,Vedanta Aluminium,Odisha,22860708,228,MT,EUR,NB,46002872,false
4500001767,50,2024-08-04,0000100111,Apex Trading Co,METSO-GRP,M038,Natural Gas,Fuel & Energy,Natural Gas,VAL1,Vedanta Aluminium,Odisha,17839294,182,MT,USD,NB,46002873,false
4500001768,10,2025-01-25,0000100085,Sahyadri Industrial Corporation (0085),METSO-GRP,M063,Bags & Sacks,Packaging,Bags & Sacks,HZL1,Hindustan Zinc,Rajasthan,494562,36,EA,INR,NB,,false
4500001768,20,2025-01-25,0000100062,Malwa Overseas Pvt Ltd,,M039,Rail Freight,Logistics & Transport,Rail Freight,HZL1,Hindustan Zinc,Rajasthan,12050631,30,LOT,INR,MK,46001220,false
4500001769,10,2023-10-20,0000100146,Aravali Industries,,M002,Lead Concentrate,Raw Materials,Lead Concentrate,HZL1,Hindustan Zinc,Rajasthan,12018912,455,MT,INR,NB,46002874,false
4500001769,20,2023-10-20,0000100132,Nilgiri Industrial Corporation,,M013,Crusher Parts,MRO & Spares,Crusher Parts,HZL1,Hindustan Zinc,Rajasthan,3428058,9,SET,INR,FO,46002875,false
4500001770,10,2023-09-29,0000100069,Deccan Overseas Pvt Ltd,,M016,Furnaces,Capital Equipment,Furnaces,HZL1,Hindustan Zinc,Rajasthan,56786876,17,SET,INR,NB,46002876,false
